cell_id,sample_id,true_cluster,utag_cluster_02,utag_cluster_03,utag_cluster_04,utag_cluster_05,x_coord,y_coord
pix_64,sim_8,1,1,4,1,2,4,4
pix_65,sim_8,1,1,4,1,2,5,4
pix_66,sim_8,1,2,2,3,6,6,4
pix_67,sim_8,1,1,2,3,6,7,4
pix_68,sim_8,1,1,2,3,6,8,4
pix_69,sim_8,1,2,2,3,4,9,4
pix_70,sim_8,1,2,2,3,4,10,4
pix_71,sim_8,7,2,2,3,4,11,4
pix_72,sim_8,7,2,2,3,4,12,4
pix_73,sim_8,7,2,2,3,4,13,4
pix_74,sim_8,1,2,2,3,4,14,4
pix_75,sim_8,1,2,2,3,4,15,4
pix_76,sim_8,9,2,2,3,4,16,4
pix_77,sim_8,1,2,2,3,4,17,4
pix_78,sim_8,1,2,5,4,6,18,4
pix_79,sim_8,1,2,5,4,6,19,4
pix_80,sim_8,1,2,5,4,6,20,4
pix_81,sim_8,1,1,4,1,2,1,5
pix_82,sim_8,1,1,4,1,2,2,5
pix_83,sim_8,1,1,4,1,2,3,5
pix_84,sim_8,1,1,4,1,2,4,5
pix_85,sim_8,1,1,4,1,2,5,5
pix_86,sim_8,1,1,2,1,6,6,5
pix_87,sim_8,1,1,2,1,6,7,5
pix_88,sim_8,1,1,2,3,6,8,5
pix_89,sim_8,2,2,2,3,4,9,5
pix_90,sim_8,2,2,2,3,4,10,5
pix_91,sim_8,1,2,2,3,4,11,5
pix_92,sim_8,7,2,2,3,4,12,5
pix_93,sim_8,1,2,2,3,4,13,5
pix_94,sim_8,1,2,2,3,4,14,5
pix_95,sim_8,1,2,2,3,4,15,5
pix_96,sim_8,1,2,2,3,4,16,5
pix_97,sim_8,5,2,2,3,4,17,5
pix_98,sim_8,1,2,5,4,0,18,5
pix_99,sim_8,1,2,5,4,6,19,5
pix_100,sim_8,1,2,5,4,6,20,5
pix_101,sim_8,1,1,4,1,2,1,6
pix_102,sim_8,1,1,4,1,2,2,6
pix_103,sim_8,1,1,4,1,2,3,6
pix_104,sim_8,1,1,4,1,2,4,6
pix_105,sim_8,1,1,4,1,2,5,6
pix_106,sim_8,1,1,1,1,3,6,6
pix_107,sim_8,1,1,0,1,5,7,6
pix_108,sim_8,2,1,0,2,5,8,6
pix_109,sim_8,1,2,2,3,4,9,6
pix_110,sim_8,8,2,2,3,4,10,6
pix_111,sim_8,1,2,2,3,4,11,6
pix_112,sim_8,1,2,2,3,4,12,6
pix_113,sim_8,1,2,2,3,4,13,6
pix_114,sim_8,1,2,2,3,4,14,6
pix_115,sim_8,1,0,0,2,0,15,6
pix_116,sim_8,1,0,0,2,0,16,6
pix_117,sim_8,1,0,0,2,0,17,6
pix_118,sim_8,1,0,5,4,0,18,6
pix_119,sim_8,1,0,5,4,0,19,6
pix_120,sim_8,1,0,5,4,0,20,6
pix_121,sim_8,1,1,4,1,2,1,7
pix_122,sim_8,1,1,4,1,2,2,7
pix_123,sim_8,1,1,4,1,2,3,7
pix_124,sim_8,1,1,4,1,2,4,7
pix_125,sim_8,1,1,4,1,2,5,7
pix_126,sim_8,1,1,4,1,2,6,7
pix_127,sim_8,1,1,0,2,5,7,7
pix_128,sim_8,1,1,0,2,5,8,7
pix_129,sim_8,8,0,0,2,5,9,7
pix_130,sim_8,1,0,0,2,5,10,7
pix_131,sim_8,8,0,0,2,5,11,7
pix_132,sim_8,2,0,0,2,5,12,7
pix_133,sim_8,1,0,0,2,5,13,7
pix_134,sim_8,1,0,0,2,0,14,7
pix_135,sim_8,1,0,0,2,0,15,7
pix_136,sim_8,1,0,0,2,0,16,7
pix_137,sim_8,1,0,0,2,0,17,7
pix_138,sim_8,1,0,5,4,0,18,7
pix_139,sim_8,1,0,5,4,0,19,7
pix_140,sim_8,1,0,5,4,0,20,7
pix_141,sim_8,1,1,4,1,2,1,8
pix_142,sim_8,1,1,4,1,2,2,8
pix_143,sim_8,1,1,4,1,2,3,8
pix_144,sim_8,1,1,4,1,2,4,8
pix_145,sim_8,1,1,4,1,2,5,8
pix_146,sim_8,1,1,0,1,5,6,8
pix_147,sim_8,1,1,0,2,5,7,8
pix_148,sim_8,1,1,0,2,5,8,8
pix_149,sim_8,1,0,0,2,5,9,8
pix_150,sim_8,1,0,0,2,5,10,8
pix_151,sim_8,1,0,0,2,5,11,8
pix_152,sim_8,1,0,0,2,5,12,8
pix_153,sim_8,1,0,0,2,0,13,8
pix_154,sim_8,1,0,0,2,0,14,8
pix_155,sim_8,1,0,0,2,0,15,8
pix_156,sim_8,1,0,0,2,0,16,8
pix_157,sim_8,1,0,0,2,0,17,8
pix_158,sim_8,1,0,5,4,0,18,8
pix_159,sim_8,1,0,5,4,0,19,8
pix_160,sim_8,1,0,5,4,0,20,8
pix_161,sim_8,1,1,4,1,2,1,9
pix_162,sim_8,1,1,4,1,2,2,9
pix_163,sim_8,1,1,4,1,2,3,9
pix_164,sim_8,1,1,4,1,2,4,9
pix_165,sim_8,1,1,4,1,2,5,9
pix_166,sim_8,1,1,0,1,5,6,9
pix_167,sim_8,1,1,0,2,5,7,9
pix_168,sim_8,1,1,0,2,5,8,9
pix_169,sim_8,1,0,0,2,5,9,9
pix_170,sim_8,1,0,0,2,5,10,9
pix_171,sim_8,1,0,0,2,5,11,9
pix_172,sim_8,8,0,0,2,5,12,9
pix_173,sim_8,1,0,0,2,0,13,9
pix_174,sim_8,1,0,0,2,0,14,9
pix_175,sim_8,1,0,0,2,0,15,9
pix_176,sim_8,1,0,0,2,0,16,9
pix_177,sim_8,1,0,0,2,0,17,9
pix_178,sim_8,1,0,5,4,0,18,9
pix_179,sim_8,1,0,5,4,0,19,9
pix_180,sim_8,1,0,5,4,0,20,9
pix_181,sim_8,1,1,1,1,3,1,10
pix_182,sim_8,1,1,1,1,3,2,10
pix_183,sim_8,1,1,1,1,3,3,10
pix_184,sim_8,1,1,1,1,3,4,10
pix_185,sim_8,1,1,1,1,3,5,10
pix_186,sim_8,1,1,0,1,5,6,10
pix_187,sim_8,2,1,0,2,5,7,10
pix_188,sim_8,1,0,0,2,5,8,10
pix_189,sim_8,3,0,0,2,5,9,10
pix_190,sim_8,8,0,0,2,5,10,10
pix_191,sim_8,8,0,0,2,5,11,10
pix_192,sim_8,8,0,0,2,5,12,10
pix_193,sim_8,1,0,0,2,0,13,10
pix_194,sim_8,1,0,0,2,0,14,10
pix_195,sim_8,1,0,0,2,0,15,10
pix_196,sim_8,1,0,0,2,0,16,10
pix_197,sim_8,1,0,0,2,0,17,10
pix_198,sim_8,1,0,5,4,0,18,10
pix_199,sim_8,1,0,5,4,0,19,10
pix_200,sim_8,1,0,5,4,0,20,10
pix_201,sim_8,1,1,1,1,3,1,11
pix_202,sim_8,1,1,1,1,3,2,11
pix_203,sim_8,1,1,1,1,3,3,11
pix_204,sim_8,1,1,1,1,3,4,11
pix_205,sim_8,1,1,1,1,3,5,11
pix_206,sim_8,1,1,1,1,3,6,11
pix_207,sim_8,1,1,0,1,5,7,11
pix_208,sim_8,1,0,0,2,5,8,11
pix_209,sim_8,1,0,0,2,5,9,11
pix_210,sim_8,1,0,0,2,5,10,11
pix_211,sim_8,1,0,0,2,5,11,11
pix_212,sim_8,1,0,0,2,5,12,11
pix_213,sim_8,1,0,0,2,0,13,11
pix_214,sim_8,8,0,0,2,0,14,11
pix_215,sim_8,1,0,0,2,0,15,11
pix_216,sim_8,1,0,0,2,0,16,11
pix_217,sim_8,1,0,0,2,0,17,11
pix_218,sim_8,1,0,5,4,0,18,11
pix_219,sim_8,1,0,5,4,0,19,11
pix_220,sim_8,1,0,5,4,0,20,11
pix_221,sim_8,1,1,1,1,3,1,12
pix_222,sim_8,1,1,1,1,3,2,12
pix_223,sim_8,1,1,1,1,3,3,12
pix_224,sim_8,1,1,1,1,3,4,12
pix_225,sim_8,1,1,1,1,3,5,12
pix_226,sim_8,1,1,1,1,3,6,12
pix_227,sim_8,1,1,1,1,3,7,12
pix_228,sim_8,1,0,0,2,5,8,12
pix_229,sim_8,1,0,0,2,5,9,12
pix_230,sim_8,3,0,0,2,5,10,12
pix_231,sim_8,1,0,0,2,5,11,12
pix_232,sim_8,1,0,0,2,5,12,12
pix_233,sim_8,1,0,0,2,0,13,12
pix_234,sim_8,1,0,0,2,0,14,12
pix_235,sim_8,1,0,0,2,0,15,12
pix_236,sim_8,1,0,0,2,0,16,12
pix_237,sim_8,1,0,0,2,0,17,12
pix_238,sim_8,1,0,5,4,0,18,12
pix_239,sim_8,1,0,5,4,0,19,12
pix_240,sim_8,1,0,5,4,0,20,12
pix_241,sim_8,1,1,1,1,3,1,13
pix_242,sim_8,1,1,1,1,3,2,13
pix_243,sim_8,1,1,1,1,3,3,13
pix_244,sim_8,1,1,1,1,3,4,13
pix_245,sim_8,1,1,1,1,3,5,13
pix_246,sim_8,1,1,1,1,3,6,13
pix_247,sim_8,1,1,1,1,3,7,13
pix_248,sim_8,1,0,0,2,5,8,13
pix_249,sim_8,2,0,0,2,5,9,13
pix_250,sim_8,3,0,3,0,1,10,13
pix_251,sim_8,6,0,3,0,1,11,13
pix_252,sim_8,1,0,3,0,1,12,13
pix_253,sim_8,1,0,3,0,1,13,13
pix_254,sim_8,1,0,0,2,0,14,13
pix_255,sim_8,1,0,0,2,0,15,13
pix_256,sim_8,1,0,0,2,0,16,13
pix_257,sim_8,1,0,0,2,0,17,13
pix_258,sim_8,1,0,5,4,0,18,13
pix_259,sim_8,1,0,5,4,0,19,13
pix_260,sim_8,1,0,5,4,0,20,13
pix_261,sim_8,1,1,1,1,3,1,14
pix_262,sim_8,1,1,1,1,3,2,14
pix_263,sim_8,1,1,1,1,3,3,14
pix_264,sim_8,1,1,1,1,3,4,14
pix_265,sim_8,1,1,1,1,3,5,14
pix_266,sim_8,1,1,1,1,3,6,14
pix_267,sim_8,1,1,1,1,3,7,14
pix_268,sim_8,1,0,0,2,5,8,14
pix_269,sim_8,1,0,3,0,1,9,14
pix_270,sim_8,6,0,3,0,1,10,14
pix_271,sim_8,2,0,3,0,1,11,14
pix_272,sim_8,2,0,3,0,1,12,14
pix_273,sim_8,1,0,3,0,1,13,14
pix_274,sim_8,2,0,3,0,1,14,14
pix_275,sim_8,1,0,3,0,1,15,14
pix_276,sim_8,1,0,0,2,0,16,14
pix_277,sim_8,1,0,0,2,0,17,14
pix_278,sim_8,1,0,5,4,0,18,14
pix_279,sim_8,1,0,5,4,0,19,14
pix_280,sim_8,1,0,5,4,0,20,14
pix_281,sim_8,1,1,1,1,3,1,15
pix_282,sim_8,1,1,1,1,3,2,15
pix_283,sim_8,1,1,1,1,3,3,15
pix_284,sim_8,1,1,1,1,3,4,15
pix_285,sim_8,1,1,1,0,3,5,15
pix_286,sim_8,1,1,1,0,3,6,15
pix_287,sim_8,1,1,1,0,3,7,15
pix_288,sim_8,3,0,1,0,3,8,15
pix_289,sim_8,6,0,3,0,1,9,15
pix_290,sim_8,2,0,3,0,1,10,15
pix_291,sim_8,6,0,3,0,1,11,15
pix_292,sim_8,1,0,3,0,1,12,15
pix_293,sim_8,2,0,3,0,1,13,15
pix_294,sim_8,6,0,3,0,1,14,15
pix_295,sim_8,1,0,3,0,1,15,15
pix_296,sim_8,6,0,3,0,1,16,15
pix_297,sim_8,1,0,3,0,1,17,15
pix_298,sim_8,1,0,5,4,0,18,15
pix_299,sim_8,1,0,5,4,0,19,15
pix_300,sim_8,1,0,5,4,0,20,15
pix_301,sim_8,1,1,1,0,3,1,16
pix_302,sim_8,1,1,1,0,3,2,16
pix_303,sim_8,1,1,1,0,3,3,16
pix_304,sim_8,1,1,1,0,3,4,16
pix_305,sim_8,1,1,1,0,3,5,16
pix_306,sim_8,2,1,1,0,3,6,16
pix_307,sim_8,2,3,1,0,1,7,16
pix_308,sim_8,1,3,3,0,1,8,16
pix_309,sim_8,8,3,3,0,1,9,16
pix_310,sim_8,2,0,3,0,1,10,16
pix_311,sim_8,2,0,3,0,1,11,16
pix_312,sim_8,1,0,3,0,1,12,16
pix_313,sim_8,2,0,3,0,1,13,16
pix_314,sim_8,1,0,3,0,1,14,16
pix_315,sim_8,2,0,3,0,1,15,16
pix_316,sim_8,1,0,3,0,1,16,16
pix_317,sim_8,1,0,3,0,1,17,16
pix_318,sim_8,1,0,4,4,2,18,16
pix_319,sim_8,1,0,4,4,2,19,16
pix_320,sim_8,1,0,4,4,2,20,16
pix_321,sim_8,4,3,1,0,7,1,17
pix_322,sim_8,1,3,1,0,7,2,17
pix_323,sim_8,4,3,1,0,7,3,17
pix_324,sim_8,2,3,1,0,7,4,17
pix_325,sim_8,1,3,1,0,3,5,17
pix_326,sim_8,1,3,1,0,7,6,17
pix_327,sim_8,2,3,1,0,7,7,17
pix_328,sim_8,2,3,3,0,1,8,17
pix_329,sim_8,1,3,3,0,1,9,17
pix_330,sim_8,1,3,3,0,1,10,17
pix_331,sim_8,1,0,3,0,1,11,17
pix_332,sim_8,2,0,3,0,1,12,17
pix_333,sim_8,1,0,3,0,1,13,17
pix_334,sim_8,2,0,3,0,1,14,17
pix_335,sim_8,6,0,3,0,1,15,17
pix_336,sim_8,1,0,3,0,1,16,17
pix_337,sim_8,1,0,3,0,1,17,17
pix_338,sim_8,1,0,4,4,2,18,17
pix_339,sim_8,1,0,4,4,2,19,17
pix_340,sim_8,1,0,4,4,2,20,17
pix_341,sim_8,4,3,1,0,7,1,18
pix_342,sim_8,4,3,1,0,7,2,18
pix_343,sim_8,4,3,1,0,7,3,18
pix_344,sim_8,1,3,1,0,7,4,18
pix_345,sim_8,4,3,1,0,7,5,18
pix_346,sim_8,1,3,1,0,7,6,18
pix_347,sim_8,2,3,1,0,7,7,18
pix_348,sim_8,2,3,3,0,1,8,18
pix_349,sim_8,1,3,3,0,1,9,18
pix_350,sim_8,1,3,3,0,1,10,18
pix_351,sim_8,2,3,3,0,1,11,18
pix_352,sim_8,2,3,3,0,1,12,18
pix_353,sim_8,2,0,3,0,1,13,18
pix_354,sim_8,1,0,3,0,1,14,18
pix_355,sim_8,2,0,3,0,1,15,18
pix_356,sim_8,1,0,3,0,1,16,18
pix_357,sim_8,1,1,4,1,2,17,18
pix_358,sim_8,1,1,4,1,2,18,18
pix_359,sim_8,1,1,4,1,2,19,18
pix_360,sim_8,1,1,4,1,2,20,18
pix_361,sim_8,4,3,1,0,7,1,19
pix_362,sim_8,4,3,1,0,7,2,19
pix_363,sim_8,1,3,1,0,7,3,19
pix_364,sim_8,4,3,1,0,7,4,19
pix_365,sim_8,4,3,1,0,7,5,19
pix_366,sim_8,2,3,1,0,7,6,19
pix_367,sim_8,1,3,1,0,7,7,19
pix_368,sim_8,1,3,3,0,1,8,19
pix_369,sim_8,1,3,3,0,1,9,19
pix_370,sim_8,1,3,3,0,1,10,19
pix_371,sim_8,6,3,3,0,1,11,19
pix_372,sim_8,2,3,3,0,1,12,19
pix_373,sim_8,2,3,3,0,1,13,19
pix_374,sim_8,2,0,3,0,1,14,19
pix_375,sim_8,1,0,3,0,1,15,19
pix_376,sim_8,2,1,1,1,3,16,19
pix_377,sim_8,1,1,4,1,2,17,19
pix_378,sim_8,1,1,4,1,2,18,19
pix_379,sim_8,1,1,4,1,2,19,19
pix_380,sim_8,1,1,4,1,2,20,19
pix_381,sim_8,4,3,1,0,7,1,20
pix_382,sim_8,4,3,1,0,7,2,20
pix_383,sim_8,4,3,1,0,7,3,20
pix_384,sim_8,2,3,1,0,7,4,20
pix_385,sim_8,2,3,1,0,7,5,20
pix_386,sim_8,2,3,1,0,7,6,20
pix_387,sim_8,1,3,1,0,7,7,20
pix_388,sim_8,1,3,3,0,1,8,20
pix_389,sim_8,1,3,3,0,1,9,20
pix_390,sim_8,2,3,3,0,1,10,20
pix_391,sim_8,2,3,3,0,1,11,20
pix_392,sim_8,6,3,3,0,1,12,20
pix_393,sim_8,2,3,3,0,1,13,20
pix_394,sim_8,2,0,3,0,1,14,20
pix_395,sim_8,1,0,3,0,1,15,20
pix_396,sim_8,1,1,1,1,3,16,20
pix_397,sim_8,1,1,4,1,2,17,20
pix_398,sim_8,1,1,4,1,2,18,20
pix_399,sim_8,1,1,4,1,2,19,20
pix_400,sim_8,1,1,4,1,2,20,20
