cell_id,sample_id,true_cluster,utag_cluster_02,utag_cluster_03,utag_cluster_04,utag_cluster_05,x_coord,y_coord
pix_62,sim_32,10,2,0,3,4,2,4
pix_63,sim_32,5,2,0,3,4,3,4
pix_64,sim_32,3,2,0,4,7,4,4
pix_65,sim_32,3,2,0,4,7,5,4
pix_66,sim_32,3,2,0,4,7,6,4
pix_67,sim_32,3,2,0,4,7,7,4
pix_68,sim_32,5,2,0,4,7,8,4
pix_69,sim_32,5,2,0,4,7,9,4
pix_70,sim_32,9,1,2,1,1,10,4
pix_71,sim_32,7,1,2,1,1,11,4
pix_72,sim_32,9,1,2,1,1,12,4
pix_73,sim_32,5,1,2,1,2,13,4
pix_74,sim_32,7,1,2,1,2,14,4
pix_75,sim_32,11,1,2,1,2,15,4
pix_76,sim_32,2,1,2,1,2,16,4
pix_77,sim_32,7,1,2,1,2,17,4
pix_78,sim_32,2,1,2,1,2,18,4
pix_79,sim_32,2,1,2,1,2,19,4
pix_80,sim_32,2,1,2,1,2,20,4
pix_81,sim_32,10,2,0,3,4,1,5
pix_82,sim_32,10,2,0,3,4,2,5
pix_83,sim_32,5,2,0,3,4,3,5
pix_84,sim_32,3,2,0,4,7,4,5
pix_85,sim_32,10,2,0,4,7,5,5
pix_86,sim_32,5,2,0,4,7,6,5
pix_87,sim_32,5,2,0,4,7,7,5
pix_88,sim_32,3,2,0,4,7,8,5
pix_89,sim_32,3,1,2,1,1,9,5
pix_90,sim_32,7,1,2,1,1,10,5
pix_91,sim_32,2,1,2,1,1,11,5
pix_92,sim_32,7,1,2,1,1,12,5
pix_93,sim_32,7,1,2,1,1,13,5
pix_94,sim_32,7,1,2,1,2,14,5
pix_95,sim_32,5,1,2,1,2,15,5
pix_96,sim_32,11,1,2,1,2,16,5
pix_97,sim_32,9,1,2,1,2,17,5
pix_98,sim_32,2,1,2,1,2,18,5
pix_99,sim_32,1,1,2,1,2,19,5
pix_100,sim_32,2,1,2,1,2,20,5
pix_101,sim_32,10,2,0,3,4,1,6
pix_102,sim_32,5,2,0,3,4,2,6
pix_103,sim_32,10,2,0,3,4,3,6
pix_104,sim_32,1,2,0,3,4,4,6
pix_105,sim_32,10,2,0,3,4,5,6
pix_106,sim_32,10,2,0,3,4,6,6
pix_107,sim_32,7,2,0,4,7,7,6
pix_108,sim_32,2,2,0,4,7,8,6
pix_109,sim_32,2,1,2,1,1,9,6
pix_110,sim_32,7,1,2,1,1,10,6
pix_111,sim_32,7,1,2,1,1,11,6
pix_112,sim_32,7,1,2,1,1,12,6
pix_113,sim_32,5,1,2,1,1,13,6
pix_114,sim_32,5,1,2,1,1,14,6
pix_115,sim_32,5,1,2,1,2,15,6
pix_116,sim_32,5,1,2,1,2,16,6
pix_117,sim_32,5,1,2,1,2,17,6
pix_118,sim_32,1,1,2,1,2,18,6
pix_119,sim_32,2,1,2,1,2,19,6
pix_120,sim_32,1,1,2,1,2,20,6
pix_121,sim_32,5,2,0,3,4,1,7
pix_122,sim_32,10,2,0,3,4,2,7
pix_123,sim_32,1,2,0,3,4,3,7
pix_124,sim_32,1,2,0,3,4,4,7
pix_125,sim_32,10,2,0,3,4,5,7
pix_126,sim_32,5,2,0,3,4,6,7
pix_127,sim_32,1,2,0,3,6,7,7
pix_128,sim_32,10,2,0,3,6,8,7
pix_129,sim_32,5,1,2,1,1,9,7
pix_130,sim_32,5,1,2,1,1,10,7
pix_131,sim_32,12,1,2,1,1,11,7
pix_132,sim_32,7,1,2,1,1,12,7
pix_133,sim_32,5,1,2,1,1,13,7
pix_134,sim_32,5,1,2,1,1,14,7
pix_135,sim_32,5,1,2,1,2,15,7
pix_136,sim_32,2,1,2,1,2,16,7
pix_137,sim_32,5,1,2,1,2,17,7
pix_138,sim_32,2,1,2,1,2,18,7
pix_139,sim_32,1,1,2,1,2,19,7
pix_140,sim_32,2,1,2,1,2,20,7
pix_141,sim_32,1,2,0,3,4,1,8
pix_142,sim_32,1,2,0,3,4,2,8
pix_143,sim_32,10,2,0,3,4,3,8
pix_144,sim_32,3,2,0,3,4,4,8
pix_145,sim_32,10,2,0,3,4,5,8
pix_146,sim_32,5,2,0,3,6,6,8
pix_147,sim_32,5,2,0,3,6,7,8
pix_148,sim_32,10,2,0,3,6,8,8
pix_149,sim_32,7,2,0,3,6,9,8
pix_150,sim_32,7,1,2,1,1,10,8
pix_151,sim_32,5,1,2,1,1,11,8
pix_152,sim_32,5,1,2,1,1,12,8
pix_153,sim_32,5,1,2,1,1,13,8
pix_154,sim_32,5,1,2,1,1,14,8
pix_155,sim_32,1,1,3,2,1,15,8
pix_156,sim_32,2,1,3,2,1,16,8
pix_157,sim_32,1,1,2,1,2,17,8
pix_158,sim_32,1,0,4,5,5,18,8
pix_159,sim_32,1,0,4,5,5,19,8
pix_160,sim_32,11,0,4,5,5,20,8
pix_161,sim_32,1,2,0,3,4,1,9
pix_162,sim_32,1,2,0,3,4,2,9
pix_163,sim_32,1,2,0,3,4,3,9
pix_164,sim_32,1,2,0,3,4,4,9
pix_165,sim_32,5,2,0,3,6,5,9
pix_166,sim_32,10,2,0,3,6,6,9
pix_167,sim_32,1,2,0,3,6,7,9
pix_168,sim_32,7,2,0,3,6,8,9
pix_169,sim_32,1,2,0,3,6,9,9
pix_170,sim_32,7,2,0,3,6,10,9
pix_171,sim_32,5,1,2,1,1,11,9
pix_172,sim_32,5,1,2,1,1,12,9
pix_173,sim_32,5,1,2,1,1,13,9
pix_174,sim_32,5,1,3,2,1,14,9
pix_175,sim_32,1,1,3,2,1,15,9
pix_176,sim_32,1,0,3,2,1,16,9
pix_177,sim_32,1,0,3,2,1,17,9
pix_178,sim_32,1,0,4,5,5,18,9
pix_179,sim_32,1,0,4,5,5,19,9
pix_180,sim_32,11,0,4,5,5,20,9
pix_181,sim_32,1,2,0,3,4,1,10
pix_182,sim_32,1,2,0,3,4,2,10
pix_183,sim_32,1,2,0,3,4,3,10
pix_184,sim_32,1,0,0,3,4,4,10
pix_185,sim_32,1,2,0,3,6,5,10
pix_186,sim_32,10,2,0,3,6,6,10
pix_187,sim_32,10,2,0,3,6,7,10
pix_188,sim_32,7,2,0,3,6,8,10
pix_189,sim_32,1,2,0,3,6,9,10
pix_190,sim_32,5,2,0,3,6,10,10
pix_191,sim_32,5,1,3,2,1,11,10
pix_192,sim_32,5,1,3,2,1,12,10
pix_193,sim_32,5,1,3,2,1,13,10
pix_194,sim_32,5,1,3,2,1,14,10
pix_195,sim_32,1,1,3,2,1,15,10
pix_196,sim_32,1,0,3,2,1,16,10
pix_197,sim_32,1,0,3,2,1,17,10
pix_198,sim_32,1,0,4,5,5,18,10
pix_199,sim_32,1,0,4,5,5,19,10
pix_200,sim_32,11,0,4,5,5,20,10
pix_201,sim_32,1,2,0,3,4,1,11
pix_202,sim_32,1,2,0,3,4,2,11
pix_203,sim_32,1,2,0,3,4,3,11
pix_204,sim_32,1,0,1,0,6,4,11
pix_205,sim_32,10,2,0,3,6,5,11
pix_206,sim_32,10,2,0,3,6,6,11
pix_207,sim_32,10,2,0,3,6,7,11
pix_208,sim_32,1,2,0,3,6,8,11
pix_209,sim_32,5,2,0,3,6,9,11
pix_210,sim_32,5,2,0,3,6,10,11
pix_211,sim_32,1,1,3,2,1,11,11
pix_212,sim_32,8,1,3,2,1,12,11
pix_213,sim_32,8,1,3,2,1,13,11
pix_214,sim_32,5,1,3,2,1,14,11
pix_215,sim_32,1,1,3,2,1,15,11
pix_216,sim_32,1,0,3,2,1,16,11
pix_217,sim_32,1,0,3,2,1,17,11
pix_218,sim_32,1,0,4,5,5,18,11
pix_219,sim_32,1,0,4,5,5,19,11
pix_220,sim_32,1,0,4,5,5,20,11
pix_221,sim_32,5,2,0,3,4,1,12
pix_222,sim_32,1,2,0,3,4,2,12
pix_223,sim_32,4,0,0,3,4,3,12
pix_224,sim_32,1,0,1,0,6,4,12
pix_225,sim_32,1,2,0,3,6,5,12
pix_226,sim_32,10,2,0,3,6,6,12
pix_227,sim_32,4,2,0,3,6,7,12
pix_228,sim_32,1,0,1,0,6,8,12
pix_229,sim_32,4,0,1,0,6,9,12
pix_230,sim_32,1,0,3,2,3,10,12
pix_231,sim_32,5,1,3,2,1,11,12
pix_232,sim_32,12,1,3,2,1,12,12
pix_233,sim_32,5,1,3,2,1,13,12
pix_234,sim_32,1,1,3,2,1,14,12
pix_235,sim_32,5,0,3,2,1,15,12
pix_236,sim_32,1,0,3,2,1,16,12
pix_237,sim_32,1,0,3,2,1,17,12
pix_238,sim_32,1,0,4,5,5,18,12
pix_239,sim_32,1,0,4,5,5,19,12
pix_240,sim_32,1,0,4,5,5,20,12
pix_241,sim_32,1,0,4,5,5,1,13
pix_242,sim_32,1,0,4,5,5,2,13
pix_243,sim_32,4,0,1,0,5,3,13
pix_244,sim_32,1,0,1,0,6,4,13
pix_245,sim_32,1,0,1,0,6,5,13
pix_246,sim_32,10,0,1,0,6,6,13
pix_247,sim_32,12,0,1,0,6,7,13
pix_248,sim_32,1,0,1,0,6,8,13
pix_249,sim_32,4,0,1,0,0,9,13
pix_250,sim_32,1,0,3,2,3,10,13
pix_251,sim_32,12,1,3,2,3,11,13
pix_252,sim_32,5,1,3,2,1,12,13
pix_253,sim_32,5,1,3,2,1,13,13
pix_254,sim_32,5,1,3,2,1,14,13
pix_255,sim_32,1,0,3,2,1,15,13
pix_256,sim_32,1,0,3,2,1,16,13
pix_257,sim_32,1,0,3,2,1,17,13
pix_258,sim_32,1,0,4,5,5,18,13
pix_259,sim_32,1,0,4,5,5,19,13
pix_260,sim_32,1,0,4,5,5,20,13
pix_261,sim_32,1,0,1,0,5,1,14
pix_262,sim_32,1,0,1,0,5,2,14
pix_263,sim_32,1,0,1,0,5,3,14
pix_264,sim_32,1,0,1,0,0,4,14
pix_265,sim_32,4,0,1,0,0,5,14
pix_266,sim_32,1,0,1,0,0,6,14
pix_267,sim_32,1,0,1,0,0,7,14
pix_268,sim_32,12,0,1,0,0,8,14
pix_269,sim_32,1,0,1,0,0,9,14
pix_270,sim_32,1,0,3,2,3,10,14
pix_271,sim_32,12,0,3,2,3,11,14
pix_272,sim_32,4,1,3,2,1,12,14
pix_273,sim_32,5,1,3,2,1,13,14
pix_274,sim_32,1,0,3,2,1,14,14
pix_275,sim_32,1,0,3,2,1,15,14
pix_276,sim_32,8,0,3,2,1,16,14
pix_277,sim_32,1,0,3,2,1,17,14
pix_278,sim_32,1,0,4,5,5,18,14
pix_279,sim_32,1,0,4,5,5,19,14
pix_280,sim_32,1,0,4,5,5,20,14
pix_281,sim_32,4,0,1,0,5,1,15
pix_282,sim_32,1,0,1,0,5,2,15
pix_283,sim_32,1,0,1,0,5,3,15
pix_284,sim_32,1,0,1,0,0,4,15
pix_285,sim_32,1,0,1,0,0,5,15
pix_286,sim_32,1,0,1,0,0,6,15
pix_287,sim_32,1,0,1,0,0,7,15
pix_288,sim_32,4,0,1,0,0,8,15
pix_289,sim_32,12,0,1,0,0,9,15
pix_290,sim_32,4,0,3,2,3,10,15
pix_291,sim_32,1,0,3,2,3,11,15
pix_292,sim_32,1,0,3,2,3,12,15
pix_293,sim_32,8,0,3,2,3,13,15
pix_294,sim_32,1,0,3,2,3,14,15
pix_295,sim_32,1,0,3,2,3,15,15
pix_296,sim_32,1,0,3,2,3,16,15
pix_297,sim_32,1,0,3,2,3,17,15
pix_298,sim_32,1,0,4,5,5,18,15
pix_299,sim_32,1,0,4,5,5,19,15
pix_300,sim_32,1,0,4,5,5,20,15
pix_301,sim_32,1,0,1,0,0,1,16
pix_302,sim_32,1,0,1,0,0,2,16
pix_303,sim_32,1,0,1,0,0,3,16
pix_304,sim_32,1,0,1,0,0,4,16
pix_305,sim_32,1,0,1,0,0,5,16
pix_306,sim_32,1,0,1,0,0,6,16
pix_307,sim_32,1,0,1,0,0,7,16
pix_308,sim_32,1,0,1,0,0,8,16
pix_309,sim_32,4,0,1,0,0,9,16
pix_310,sim_32,1,0,3,2,3,10,16
pix_311,sim_32,1,0,3,2,3,11,16
pix_312,sim_32,4,0,3,2,3,12,16
pix_313,sim_32,1,0,3,2,3,13,16
pix_314,sim_32,8,0,3,2,3,14,16
pix_315,sim_32,4,0,3,2,3,15,16
pix_316,sim_32,8,0,3,2,3,16,16
pix_317,sim_32,8,0,3,2,3,17,16
pix_318,sim_32,1,0,4,5,5,18,16
pix_319,sim_32,1,0,4,5,5,19,16
pix_320,sim_32,1,0,4,5,5,20,16
pix_321,sim_32,1,0,1,0,0,1,17
pix_322,sim_32,1,0,1,0,0,2,17
pix_323,sim_32,1,0,1,0,0,3,17
pix_324,sim_32,4,0,1,0,0,4,17
pix_325,sim_32,1,0,1,0,0,5,17
pix_326,sim_32,1,0,1,0,0,6,17
pix_327,sim_32,4,0,1,0,0,7,17
pix_328,sim_32,12,0,1,0,0,8,17
pix_329,sim_32,1,0,1,0,0,9,17
pix_330,sim_32,1,0,3,2,3,10,17
pix_331,sim_32,12,0,3,2,3,11,17
pix_332,sim_32,1,0,3,2,3,12,17
pix_333,sim_32,4,0,3,2,3,13,17
pix_334,sim_32,6,0,3,2,3,14,17
pix_335,sim_32,1,0,3,2,3,15,17
pix_336,sim_32,1,0,3,2,3,16,17
pix_337,sim_32,1,0,3,2,3,17,17
pix_338,sim_32,1,0,3,2,3,18,17
pix_339,sim_32,1,0,1,0,0,19,17
pix_340,sim_32,1,0,1,0,0,20,17
pix_341,sim_32,1,0,1,0,0,1,18
pix_342,sim_32,1,0,1,0,0,2,18
pix_343,sim_32,1,0,1,0,0,3,18
pix_344,sim_32,4,0,1,0,0,4,18
pix_345,sim_32,1,0,1,0,0,5,18
pix_346,sim_32,12,0,1,0,0,6,18
pix_347,sim_32,1,0,1,0,0,7,18
pix_348,sim_32,1,0,1,0,0,8,18
pix_349,sim_32,1,0,1,0,0,9,18
pix_350,sim_32,4,0,1,0,0,10,18
pix_351,sim_32,12,0,3,2,3,11,18
pix_352,sim_32,12,0,3,2,3,12,18
pix_353,sim_32,1,0,3,2,3,13,18
pix_354,sim_32,6,0,3,2,3,14,18
pix_355,sim_32,8,0,3,2,3,15,18
pix_356,sim_32,8,0,3,2,3,16,18
pix_357,sim_32,1,0,3,2,3,17,18
pix_358,sim_32,1,0,1,0,0,18,18
pix_359,sim_32,1,0,1,0,0,19,18
pix_360,sim_32,1,0,1,0,0,20,18
pix_361,sim_32,1,0,1,0,0,1,19
pix_362,sim_32,1,0,1,0,0,2,19
pix_363,sim_32,1,0,1,0,0,3,19
pix_364,sim_32,1,0,1,0,0,4,19
pix_365,sim_32,4,0,1,0,0,5,19
pix_366,sim_32,4,0,1,0,0,6,19
pix_367,sim_32,4,0,1,0,0,7,19
pix_368,sim_32,1,0,1,0,0,8,19
pix_369,sim_32,4,0,1,0,0,9,19
pix_370,sim_32,4,0,1,0,0,10,19
pix_371,sim_32,8,0,3,2,3,11,19
pix_372,sim_32,1,0,3,2,3,12,19
pix_373,sim_32,6,0,3,2,3,13,19
pix_374,sim_32,1,0,3,2,3,14,19
pix_375,sim_32,1,0,3,2,3,15,19
pix_376,sim_32,1,0,3,2,3,16,19
pix_377,sim_32,1,0,1,0,0,17,19
pix_378,sim_32,1,0,1,0,0,18,19
pix_379,sim_32,1,0,1,0,0,19,19
pix_380,sim_32,1,0,1,0,0,20,19
pix_381,sim_32,1,0,1,0,0,1,20
pix_382,sim_32,1,0,1,0,0,2,20
pix_383,sim_32,1,0,1,0,0,3,20
pix_384,sim_32,1,0,1,0,0,4,20
pix_385,sim_32,1,0,1,0,0,5,20
pix_386,sim_32,4,0,1,0,0,6,20
pix_387,sim_32,1,0,1,0,0,7,20
pix_388,sim_32,4,0,1,0,0,8,20
pix_389,sim_32,12,0,1,0,0,9,20
pix_390,sim_32,4,0,1,0,0,10,20
pix_391,sim_32,1,0,3,2,3,11,20
pix_392,sim_32,1,0,3,2,3,12,20
pix_393,sim_32,8,0,3,2,3,13,20
pix_394,sim_32,1,0,3,2,3,14,20
pix_395,sim_32,1,0,3,2,3,15,20
pix_396,sim_32,8,0,3,2,3,16,20
pix_397,sim_32,1,0,1,0,0,17,20
pix_398,sim_32,1,0,1,0,0,18,20
pix_399,sim_32,1,0,1,0,0,19,20
pix_400,sim_32,1,0,1,0,0,20,20
