cell_id,sample_id,true_cluster,utag_cluster_02,utag_cluster_03,utag_cluster_04,utag_cluster_05,x_coord,y_coord
pix_220,sim_19,5,0,1,1,2,20,11
pix_221,sim_19,1,0,0,0,4,1,12
pix_222,sim_19,1,0,0,0,4,2,12
pix_223,sim_19,1,0,0,0,4,3,12
pix_224,sim_19,1,0,0,0,4,4,12
pix_225,sim_19,1,0,0,0,4,5,12
pix_226,sim_19,1,0,0,0,4,6,12
pix_227,sim_19,1,0,0,0,0,7,12
pix_228,sim_19,1,0,0,0,0,8,12
pix_229,sim_19,1,0,0,0,0,9,12
pix_230,sim_19,1,0,0,0,0,10,12
pix_231,sim_19,1,0,0,0,0,11,12
pix_232,sim_19,1,0,1,1,0,12,12
pix_233,sim_19,1,0,1,1,0,13,12
pix_234,sim_19,1,0,1,1,0,14,12
pix_235,sim_19,1,0,1,1,2,15,12
pix_236,sim_19,5,0,1,1,2,16,12
pix_237,sim_19,5,0,1,1,2,17,12
pix_238,sim_19,5,0,1,1,2,18,12
pix_239,sim_19,5,0,1,1,2,19,12
pix_240,sim_19,5,0,1,1,2,20,12
pix_241,sim_19,1,0,0,0,4,1,13
pix_242,sim_19,1,0,0,0,4,2,13
pix_243,sim_19,1,0,0,0,4,3,13
pix_244,sim_19,1,0,0,0,4,4,13
pix_245,sim_19,1,0,0,0,4,5,13
pix_246,sim_19,1,0,0,0,4,6,13
pix_247,sim_19,1,0,0,0,0,7,13
pix_248,sim_19,1,0,0,0,0,8,13
pix_249,sim_19,1,0,0,0,0,9,13
pix_250,sim_19,1,0,0,0,0,10,13
pix_251,sim_19,1,0,0,0,0,11,13
pix_252,sim_19,1,0,1,1,0,12,13
pix_253,sim_19,1,0,1,1,0,13,13
pix_254,sim_19,1,0,1,1,0,14,13
pix_255,sim_19,1,0,1,1,2,15,13
pix_256,sim_19,1,0,1,1,2,16,13
pix_257,sim_19,5,0,1,1,2,17,13
pix_258,sim_19,5,0,1,1,2,18,13
pix_259,sim_19,5,0,1,1,2,19,13
pix_260,sim_19,5,0,1,1,2,20,13
pix_261,sim_19,1,0,0,1,0,1,14
pix_262,sim_19,1,0,0,0,4,2,14
pix_263,sim_19,1,0,0,0,4,3,14
pix_264,sim_19,1,0,0,0,4,4,14
pix_265,sim_19,1,0,0,0,4,5,14
pix_266,sim_19,1,0,0,0,4,6,14
pix_267,sim_19,1,0,0,0,0,7,14
pix_268,sim_19,1,0,0,0,0,8,14
pix_269,sim_19,1,0,0,0,0,9,14
pix_270,sim_19,1,0,3,2,0,10,14
pix_271,sim_19,1,0,1,1,0,11,14
pix_272,sim_19,1,0,1,1,0,12,14
pix_273,sim_19,1,0,1,1,0,13,14
pix_274,sim_19,1,0,1,1,2,14,14
pix_275,sim_19,1,0,1,1,2,15,14
pix_276,sim_19,1,0,1,1,2,16,14
pix_277,sim_19,5,0,1,1,2,17,14
pix_278,sim_19,5,0,1,1,2,18,14
pix_279,sim_19,5,0,1,1,2,19,14
pix_280,sim_19,5,0,1,1,2,20,14
pix_281,sim_19,1,0,0,2,1,1,15
pix_282,sim_19,1,0,0,2,1,2,15
pix_283,sim_19,1,0,0,2,1,3,15
pix_284,sim_19,1,0,0,0,4,4,15
pix_285,sim_19,1,0,0,0,4,5,15
pix_286,sim_19,1,0,0,0,4,6,15
pix_287,sim_19,1,0,0,0,0,7,15
pix_288,sim_19,1,2,3,2,1,8,15
pix_289,sim_19,4,2,3,2,1,9,15
pix_290,sim_19,4,2,3,2,1,10,15
pix_291,sim_19,1,2,3,2,1,11,15
pix_292,sim_19,1,2,3,2,1,12,15
pix_293,sim_19,1,0,1,1,2,13,15
pix_294,sim_19,5,0,1,1,2,14,15
pix_295,sim_19,1,0,1,1,2,15,15
pix_296,sim_19,1,0,1,1,2,16,15
pix_297,sim_19,5,0,1,1,2,17,15
pix_298,sim_19,5,0,1,1,2,18,15
pix_299,sim_19,5,0,1,1,2,19,15
pix_300,sim_19,5,0,1,1,2,20,15
pix_301,sim_19,1,0,0,2,1,1,16
pix_302,sim_19,1,0,0,2,1,2,16
pix_303,sim_19,1,0,0,2,1,3,16
pix_304,sim_19,1,0,0,2,1,4,16
pix_305,sim_19,1,0,0,2,1,5,16
pix_306,sim_19,1,2,3,2,1,6,16
pix_307,sim_19,1,2,3,2,1,7,16
pix_308,sim_19,4,2,3,2,1,8,16
pix_309,sim_19,1,2,3,2,1,9,16
pix_310,sim_19,1,2,3,2,1,10,16
pix_311,sim_19,1,2,3,2,1,11,16
pix_312,sim_19,1,2,3,2,1,12,16
pix_313,sim_19,1,0,1,1,2,13,16
pix_314,sim_19,5,0,1,1,2,14,16
pix_315,sim_19,5,0,1,1,2,15,16
pix_316,sim_19,5,0,1,1,2,16,16
pix_317,sim_19,5,0,1,1,2,17,16
pix_318,sim_19,5,0,1,1,2,18,16
pix_319,sim_19,5,0,1,1,2,19,16
pix_320,sim_19,5,0,1,1,2,20,16
pix_321,sim_19,1,2,3,2,1,1,17
pix_322,sim_19,2,2,3,2,1,2,17
pix_323,sim_19,1,2,3,2,1,3,17
pix_324,sim_19,2,2,3,2,1,4,17
pix_325,sim_19,1,2,3,2,1,5,17
pix_326,sim_19,2,2,3,2,1,6,17
pix_327,sim_19,4,2,3,2,1,7,17
pix_328,sim_19,4,2,3,2,1,8,17
pix_329,sim_19,1,2,3,2,1,9,17
pix_330,sim_19,4,2,3,2,1,10,17
pix_331,sim_19,1,2,3,2,1,11,17
pix_332,sim_19,1,2,3,2,1,12,17
pix_333,sim_19,1,2,1,1,2,13,17
pix_334,sim_19,5,0,1,1,2,14,17
pix_335,sim_19,5,0,1,1,2,15,17
pix_336,sim_19,5,0,1,1,2,16,17
pix_337,sim_19,5,0,1,1,2,17,17
pix_338,sim_19,5,0,1,1,2,18,17
pix_339,sim_19,5,0,1,1,2,19,17
pix_340,sim_19,5,0,1,1,2,20,17
pix_341,sim_19,2,2,3,2,1,1,18
pix_342,sim_19,1,2,3,2,1,2,18
pix_343,sim_19,1,2,3,2,1,3,18
pix_344,sim_19,2,2,3,2,1,4,18
pix_345,sim_19,2,2,3,2,1,5,18
pix_346,sim_19,2,2,3,2,1,6,18
pix_347,sim_19,1,2,3,2,1,7,18
pix_348,sim_19,4,2,3,2,1,8,18
pix_349,sim_19,1,2,3,2,1,9,18
pix_350,sim_19,1,2,3,2,1,10,18
pix_351,sim_19,1,2,3,2,1,11,18
pix_352,sim_19,1,2,3,2,1,12,18
pix_353,sim_19,1,2,1,1,2,13,18
pix_354,sim_19,5,2,1,1,2,14,18
pix_355,sim_19,1,0,1,1,2,15,18
pix_356,sim_19,5,0,1,1,2,16,18
pix_357,sim_19,5,0,1,1,2,17,18
pix_358,sim_19,1,0,1,1,0,18,18
pix_359,sim_19,1,0,1,1,0,19,18
pix_360,sim_19,9,0,1,1,0,20,18
pix_361,sim_19,2,2,3,2,1,1,19
pix_362,sim_19,1,2,3,2,1,2,19
pix_363,sim_19,2,2,3,2,1,3,19
pix_364,sim_19,1,2,3,2,1,4,19
pix_365,sim_19,2,2,3,2,1,5,19
pix_366,sim_19,4,2,3,2,1,6,19
pix_367,sim_19,4,2,3,2,1,7,19
pix_368,sim_19,4,2,3,2,1,8,19
pix_369,sim_19,4,2,3,2,1,9,19
pix_370,sim_19,1,2,3,2,1,10,19
pix_371,sim_19,1,2,3,2,1,11,19
pix_372,sim_19,1,2,3,2,1,12,19
pix_373,sim_19,1,2,1,1,2,13,19
pix_374,sim_19,5,2,1,1,2,14,19
pix_375,sim_19,1,2,1,1,2,15,19
pix_376,sim_19,1,0,1,1,0,16,19
pix_377,sim_19,1,0,1,1,0,17,19
pix_378,sim_19,1,0,1,1,0,18,19
pix_379,sim_19,5,0,1,1,0,19,19
pix_380,sim_19,9,0,1,1,0,20,19
pix_381,sim_19,1,2,3,2,1,1,20
pix_382,sim_19,2,2,3,2,1,2,20
pix_383,sim_19,1,2,3,2,1,3,20
pix_384,sim_19,2,2,3,2,1,4,20
pix_385,sim_19,1,2,3,2,1,5,20
pix_386,sim_19,4,2,3,2,1,6,20
pix_387,sim_19,4,2,3,2,1,7,20
pix_388,sim_19,4,2,3,2,1,8,20
pix_389,sim_19,1,2,3,2,1,9,20
pix_390,sim_19,1,2,3,2,1,10,20
pix_391,sim_19,1,2,3,2,1,11,20
pix_392,sim_19,1,2,3,2,1,12,20
pix_393,sim_19,1,2,1,1,2,13,20
pix_394,sim_19,1,2,1,1,2,14,20
pix_395,sim_19,1,2,1,1,2,15,20
pix_396,sim_19,1,0,1,1,0,16,20
pix_397,sim_19,1,0,1,1,0,17,20
pix_398,sim_19,1,0,1,1,0,18,20
pix_399,sim_19,1,0,1,1,0,19,20
pix_400,sim_19,1,0,1,1,0,20,20
